input_path,is_color,out_boosted_path,fft_spectrum_path,mask_path,highboost_mask_path,max_imag_G_shifted,max_imag_out_float,used_real_output,D0,r,mask_type
data/Andromeda_Galaxy.jpg,True,results\batch_demo_20251127T131248\Andromeda_Galaxy\Andromeda_Galaxy_boosted.png,results\batch_demo_20251127T131248\Andromeda_Galaxy\fft_spectrum.png,results\batch_demo_20251127T131248\Andromeda_Galaxy\filter_mask.png,results\batch_demo_20251127T131248\Andromeda_Galaxy\highpass_mask.png,32754834.984461598,0.0,False,100.0,6.0,gaussian
data/MOSFET-HfO2-Gate.png,True,results\batch_demo_20251127T131248\MOSFET-HfO2-Gate\MOSFET-HfO2-Gate_boosted.png,results\batch_demo_20251127T131248\MOSFET-HfO2-Gate\fft_spectrum.png,results\batch_demo_20251127T131248\MOSFET-HfO2-Gate\filter_mask.png,results\batch_demo_20251127T131248\MOSFET-HfO2-Gate\highpass_mask.png,24472266.23431461,0.0,False,100.0,6.0,gaussian
data/Pillars_of_Creation.jpg,True,results\batch_demo_20251127T131248\Pillars_of_Creation\Pillars_of_Creation_boosted.png,results\batch_demo_20251127T131248\Pillars_of_Creation\fft_spectrum.png,results\batch_demo_20251127T131248\Pillars_of_Creation\filter_mask.png,results\batch_demo_20251127T131248\Pillars_of_Creation\highpass_mask.png,20138291.63336723,0.0,False,100.0,6.0,gaussian
data/Sample_Grayscale_1.png,False,results\batch_demo_20251127T131248\Sample_Grayscale_1\Sample_Grayscale_1_boosted.png,results\batch_demo_20251127T131248\Sample_Grayscale_1\fft_spectrum.png,results\batch_demo_20251127T131248\Sample_Grayscale_1\filter_mask.png,results\batch_demo_20251127T131248\Sample_Grayscale_1\highpass_mask.png,624121174.3841728,0.0,False,100.0,6.0,gaussian
data/Satellite_USA_Miami.jpg,True,results\batch_demo_20251127T131248\Satellite_USA_Miami\Satellite_USA_Miami_boosted.png,results\batch_demo_20251127T131248\Satellite_USA_Miami\fft_spectrum.png,results\batch_demo_20251127T131248\Satellite_USA_Miami\filter_mask.png,results\batch_demo_20251127T131248\Satellite_USA_Miami\highpass_mask.png,1184876106.1995003,0.0,False,100.0,6.0,gaussian
data/SiC_MOSFET.jpg,True,results\batch_demo_20251127T131248\SiC_MOSFET\SiC_MOSFET_boosted.png,results\batch_demo_20251127T131248\SiC_MOSFET\fft_spectrum.png,results\batch_demo_20251127T131248\SiC_MOSFET\filter_mask.png,results\batch_demo_20251127T131248\SiC_MOSFET\highpass_mask.png,65884320.18500579,0.0,False,100.0,6.0,gaussian
data/symmetry-geometric-colorful-lines.jpg,True,results\batch_demo_20251127T131248\symmetry-geometric-colorful-lines\symmetry-geometric-colorful-lines_boosted.png,results\batch_demo_20251127T131248\symmetry-geometric-colorful-lines\fft_spectrum.png,results\batch_demo_20251127T131248\symmetry-geometric-colorful-lines\filter_mask.png,results\batch_demo_20251127T131248\symmetry-geometric-colorful-lines\highpass_mask.png,13985223.672594853,0.0,False,100.0,6.0,gaussian
