input_path,is_color,out_boosted_path,fft_spectrum_path,mask_path,highboost_mask_path,max_imag_G_shifted,max_imag_out_float,used_real_output,D0,r,mask_type
data/Coronavirus_Scanning_Electron_Microscope.jpg,True,results\batch_demo_20251127T133036\Coronavirus_Scanning_Electron_Microscope\Coronavirus_Scanning_Electron_Microscope_boosted.png,results\batch_demo_20251127T133036\Coronavirus_Scanning_Electron_Microscope\fft_spectrum.png,results\batch_demo_20251127T133036\Coronavirus_Scanning_Electron_Microscope\filter_mask.png,results\batch_demo_20251127T133036\Coronavirus_Scanning_Electron_Microscope\highpass_mask.png,3488994.4182150625,0.0,False,100.0,5.0,butterworth
